rounds,seed,question_index,effect
10,31,2957,0.0
10,31,3030,0.25
10,31,3064,0.75
10,31,3084,0.0
10,31,3108,0.0
10,31,3121,0.0
10,31,3156,-0.75
10,31,3219,0.0
10,31,3220,0.5
10,31,3222,0.0
10,31,3249,0.5
10,31,3257,0.0
10,31,3326,0.0
10,31,3333,0.0
10,31,3335,0.0
10,31,3340,0.0
10,31,3380,0.0
10,31,3382,0.75
10,31,3385,0.0
10,31,3404,0.0
10,31,3405,0.75
10,31,3424,0.0
10,31,3433,0.5
10,31,3442,0.0
10,31,3447,0.0
10,31,3454,0.0
10,31,3464,0.0
10,31,3499,0.0
10,31,3560,0.0
10,31,3574,0.0
10,31,3584,0.0
10,31,3597,0.0
10,31,3600,0.25
10,31,3605,0.0
10,31,3621,0.0
10,31,3657,0.0
10,31,3662,0.0
10,31,3680,0.0
10,31,3684,0.0
10,31,3698,-0.25
10,31,3709,-0.5
10,31,3718,-0.5
10,31,3754,0.0
10,31,3769,0.0
10,31,3773,0.75
10,31,3796,0.0
10,31,3805,0.0
10,31,3815,0.0
10,31,3820,0.0
10,31,3880,0.25
10,31,3915,0.0
10,31,3928,-0.5
10,31,3945,0.75
10,31,3969,-0.25
10,31,3978,-0.5
10,31,4003,0.0
10,31,4007,0.0
10,31,4025,0.0
10,31,4075,0.0
10,31,4083,0.0
10,31,4157,-0.75
10,31,4163,0.0
10,31,4176,0.75
10,31,4186,0.0
10,31,4192,0.0
10,31,4197,0.0
10,31,4209,0.0
10,31,4213,0.0
10,31,4231,0.0
10,31,4237,0.0
10,31,4256,0.0
10,31,4261,0.0
10,31,4263,0.0
10,31,4269,-0.75
10,31,4293,-0.75
10,31,4300,0.0
10,31,4313,-0.25
10,31,4346,0.0
10,31,4349,0.0
10,31,4365,0.0
10,31,4394,-0.5
10,31,4404,0.75
10,31,4408,0.0
10,31,4411,0.0
10,31,4436,0.0
10,31,4441,0.0
10,31,4442,0.75
10,31,4446,0.0
10,31,4455,0.0
10,31,4480,0.0
10,31,4490,0.25
10,31,4499,-0.25
10,31,4501,-0.5
10,31,4503,0.0
10,31,4506,0.25
10,31,4529,-0.75
10,31,4561,-0.25
10,31,4568,0.0
10,31,4569,0.5
10,31,4578,0.0
10,31,4591,0.0
10,31,4605,0.0
10,31,4641,0.5
10,31,4664,0.25
10,31,4666,0.0
10,31,4678,0.0
10,31,4686,0.0
10,31,4698,0.0
10,31,4703,0.0
10,31,4704,0.0
10,31,4709,0.0
10,31,4719,0.5
10,31,4727,0.0
10,31,4744,-0.5
10,31,4746,0.0
10,31,4770,0.0
10,31,4781,0.0
10,31,4813,0.0
10,31,4851,0.0
10,31,4858,0.5
10,31,4870,0.25
10,31,4911,-0.5
10,31,4980,0.0
10,31,5002,0.0
10,31,5019,0.0
10,31,5061,0.0
10,31,5078,0.0
10,31,5083,0.0
10,31,5095,-0.5
10,31,5103,0.0
10,31,5107,0.0
10,31,5115,0.0
10,31,5146,-0.25
10,31,5154,0.0
10,31,5180,0.0
10,31,5185,0.0
10,31,5195,0.0
10,31,5203,0.75
10,31,5243,0.0
10,31,5261,0.0
10,31,5282,0.0
10,31,5286,0.0
10,31,5301,0.0
10,31,5317,0.0
10,31,5324,0.0
10,31,5384,0.0
10,31,5386,-0.25
10,31,5404,0.0
10,31,5422,0.0
10,31,5433,0.0
10,31,5435,0.25
10,31,5454,0.0
10,31,5462,0.0
10,31,5476,0.25
10,31,5494,0.0
10,31,5511,0.0
10,31,5523,-0.5
10,31,5529,0.0
10,31,5550,0.75
10,31,5551,0.0
10,31,5556,0.0
10,31,5564,0.0
10,31,5577,-0.75
10,31,5597,-0.75
10,31,5599,0.0
10,31,5609,0.0
10,31,5612,-0.25
10,31,5625,-0.75
10,31,5657,0.0
10,31,5684,0.0
10,31,5711,0.0
10,31,5734,0.0
10,31,5788,0.25
10,31,5794,0.0
10,31,5795,0.0
10,31,5816,0.75
10,31,5825,0.0
10,31,5833,0.0
10,31,5834,0.0
10,31,5835,-0.25
10,31,5858,0.0
10,31,5860,-0.25
10,31,5902,-0.25
10,31,5903,0.0
10,31,5935,0.25
10,31,5992,0.0
10,31,6002,0.0
10,31,6059,0.0
10,31,6076,0.0
10,31,6109,0.0
10,31,6110,0.75
10,31,6117,0.0
10,31,6119,0.0
10,31,6142,0.0
10,31,6191,0.0
10,31,6244,0.0
10,31,6273,0.0
10,31,6280,0.0
10,31,6406,0.0
10,31,6419,0.0
10,31,6424,0.0
10,31,6431,0.0
10,31,6459,0.0
10,31,6461,0.0
10,31,6497,0.0
10,31,6518,0.0
10,31,6531,0.0
10,31,6577,0.0
10,31,6578,0.75
10,31,6579,0.0
10,31,6580,0.0
10,31,6656,-0.5
10,31,6659,0.0
10,31,6663,-0.5
10,31,6717,0.0
10,31,6729,0.0
10,31,6737,0.0
10,31,6767,0.0
10,31,6777,0.0
10,31,6782,-0.25
10,31,6792,0.0
10,31,6826,0.0
10,31,6837,0.25
10,31,6840,0.0
10,31,6850,0.0
10,31,6861,0.0
10,31,6911,0.0
10,31,6925,-0.5
10,31,7001,0.0
10,31,7028,0.75
10,31,7037,0.0
10,31,7062,0.0
10,31,7089,0.25
10,31,7108,0.0
10,31,7127,0.0
10,31,7130,0.0
10,31,7171,0.0
10,31,7187,0.75
10,31,7204,0.0
10,31,7206,0.0
10,31,7245,0.0
10,31,7249,0.0
10,31,7274,0.75
10,31,7285,0.75
10,31,7287,0.0
10,31,7339,-0.5
10,31,7369,0.0
10,31,7379,-0.5
10,31,7414,0.0
10,31,7440,-0.25
30,31,5,-0.33333333333333337
30,31,21,0.0
30,31,27,-0.33333333333333337
30,31,67,0.0
30,31,71,0.0
30,31,122,0.75
30,31,133,0.0
30,31,163,-0.25
30,31,164,0.5833333333333334
30,31,172,0.0
30,31,177,0.0
30,31,185,0.0
30,31,189,0.0
30,31,195,0.0
30,31,220,0.3333333333333333
30,31,241,0.0
30,31,260,-0.25
30,31,264,0.16666666666666666
30,31,272,0.0
30,31,295,0.0
30,31,355,0.16666666666666666
30,31,376,0.0
30,31,407,0.0
30,31,431,-0.33333333333333337
30,31,450,0.0
30,31,468,-0.5
30,31,484,0.0
30,31,487,-0.16666666666666663
30,31,511,0.0
30,31,518,0.0
30,31,525,0.0
30,31,529,0.16666666666666666
30,31,552,0.0
30,31,560,-0.41666666666666663
30,31,594,-0.75
30,31,612,0.0
30,31,620,0.0
30,31,646,0.0
30,31,648,0.16666666666666666
30,31,656,0.0
30,31,665,-0.25
30,31,669,0.16666666666666666
30,31,676,-0.33333333333333337
30,31,695,-0.41666666666666663
30,31,701,0.0
30,31,715,0.0
30,31,725,0.0
30,31,726,0.0
30,31,745,0.9166666666666666
30,31,751,-0.16666666666666663
30,31,773,0.0
30,31,802,0.0
30,31,803,0.0
30,31,892,0.0
30,31,918,0.0
30,31,931,0.0
30,31,973,0.0
30,31,989,0.0
30,31,1022,0.0
30,31,1023,0.0
30,31,1034,-0.25
30,31,1064,0.9166666666666666
30,31,1072,0.0
30,31,1088,0.0
30,31,1095,-0.41666666666666663
30,31,1097,0.0
30,31,1099,-0.25
30,31,1123,-0.33333333333333337
30,31,1147,-0.16666666666666663
30,31,1157,-0.41666666666666663
30,31,1170,0.0
30,31,1190,0.0
30,31,1206,-0.25
30,31,1219,0.0
30,31,1249,0.3333333333333333
30,31,1288,0.0
30,31,1310,-0.33333333333333337
30,31,1331,-0.25
30,31,1353,0.0
30,31,1354,0.0
30,31,1356,0.0
30,31,1358,-0.16666666666666663
30,31,1379,0.16666666666666666
30,31,1396,0.16666666666666666
30,31,1402,-0.25
30,31,1424,-0.33333333333333337
30,31,1469,0.75
30,31,1476,0.0
30,31,1499,0.5833333333333334
30,31,1525,0.0
30,31,1548,-0.25
30,31,1564,0.0
30,31,1577,0.0
30,31,1609,0.0
30,31,1622,-0.16666666666666663
30,31,1662,-0.16666666666666663
30,31,1681,0.9166666666666666
30,31,1684,0.0
30,31,1689,0.0
30,31,1746,-0.16666666666666663
30,31,1779,0.0
30,31,1784,0.0
30,31,1794,0.0
30,31,1839,-0.33333333333333337
30,31,1859,-0.41666666666666663
30,31,1883,-0.5833333333333333
30,31,1885,0.0
30,31,1980,0.0
30,31,1987,-0.41666666666666663
30,31,2019,0.0
30,31,2065,0.16666666666666666
30,31,2088,-0.5833333333333333
30,31,2096,-0.16666666666666663
30,31,2193,0.0
30,31,2227,0.0
30,31,2243,0.0
30,31,2248,0.0
30,31,2259,0.0
30,31,2289,-0.5833333333333333
30,31,2295,0.0
30,31,2335,0.0
30,31,2340,0.5
30,31,2398,0.0
30,31,2400,0.0
30,31,2432,0.0
30,31,2438,0.0
30,31,2445,-0.41666666666666663
30,31,2484,0.0
30,31,2555,-0.33333333333333337
30,31,2578,0.0
30,31,2598,0.0
30,31,2600,0.0
30,31,2611,0.4166666666666667
30,31,2666,0.5
30,31,2672,0.0
30,31,2679,0.0
30,31,2693,0.0
30,31,2716,0.0
30,31,2753,0.0
30,31,2760,0.3333333333333333
30,31,2771,0.0
30,31,2787,0.16666666666666666
30,31,2789,-0.41666666666666663
30,31,2798,0.16666666666666666
30,31,2813,0.0
30,31,2824,0.9166666666666666
30,31,2859,0.0
30,31,2894,0.0
30,31,2917,0.0
30,31,2942,0.0
30,31,2957,0.0
30,31,3030,0.4166666666666667
30,31,3064,0.9166666666666666
30,31,3084,0.16666666666666666
30,31,3108,0.0
30,31,3121,0.0
30,31,3156,-0.33333333333333337
30,31,3219,0.0
30,31,3220,0.3333333333333333
30,31,3222,0.4166666666666667
30,31,3249,0.75
30,31,3257,-0.25
30,31,3326,0.0
30,31,3333,-0.16666666666666663
30,31,3335,0.0
30,31,3340,0.0
30,31,3380,0.0
30,31,3382,0.9166666666666666
30,31,3385,0.0
30,31,3404,-0.16666666666666663
30,31,3405,0.9166666666666666
30,31,3424,0.0
30,31,3433,0.3333333333333333
30,31,3442,0.0
30,31,3447,0.0
30,31,3454,0.0
30,31,3464,0.0
30,31,3499,-0.33333333333333337
30,31,3560,-0.25
30,31,3574,0.0
30,31,3584,-0.25
30,31,3597,0.0
30,31,3600,0.75
30,31,3605,-0.41666666666666663
30,31,3621,0.0
30,31,3657,0.0
30,31,3662,0.0
30,31,3680,0.0
30,31,3684,0.0
30,31,3698,-0.33333333333333337
30,31,3709,-0.16666666666666663
30,31,3718,-0.16666666666666663
30,31,3754,0.0
30,31,3769,0.0
30,31,3773,0.9166666666666666
30,31,3796,0.0
30,31,3805,0.0
30,31,3815,-0.33333333333333337
30,31,3820,0.0
30,31,3880,0.75
30,31,3915,0.0
30,31,3928,-0.41666666666666663
30,31,3945,0.9166666666666666
30,31,3969,-0.5833333333333333
30,31,3978,-0.75
30,31,4003,0.0
30,31,4007,0.4166666666666667
30,31,4025,0.0
30,31,4075,0.0
30,31,4083,-0.16666666666666663
30,31,4157,-0.75
30,31,4163,0.0
30,31,4176,0.6666666666666666
30,31,4186,0.0
30,31,4192,0.0
30,31,4197,-0.16666666666666663
30,31,4209,-0.41666666666666663
30,31,4213,-0.16666666666666663
30,31,4231,0.0
30,31,4237,-0.25
30,31,4256,0.0
30,31,4261,-0.16666666666666663
30,31,4263,0.0
30,31,4269,-0.75
30,31,4293,-0.9166666666666666
30,31,4300,0.0
30,31,4313,-0.16666666666666663
30,31,4346,0.0
30,31,4349,0.0
30,31,4365,0.25
30,31,4394,-0.16666666666666663
30,31,4404,0.9166666666666666
30,31,4408,0.16666666666666666
30,31,4411,-0.25
30,31,4436,0.0
30,31,4441,0.0
30,31,4442,0.9166666666666666
30,31,4446,0.3333333333333333
30,31,4455,0.0
30,31,4480,0.0
30,31,4490,0.3333333333333333
30,31,4499,-0.16666666666666663
30,31,4501,-0.16666666666666663
30,31,4503,-0.16666666666666663
30,31,4506,0.75
30,31,4529,-0.9166666666666666
30,31,4561,-0.75
30,31,4568,0.4166666666666667
30,31,4569,0.16666666666666666
30,31,4578,-0.41666666666666663
30,31,4591,0.0
30,31,4605,0.0
30,31,4641,0.16666666666666666
30,31,4664,0.5833333333333334
30,31,4666,0.0
30,31,4678,0.0
30,31,4686,0.0
30,31,4698,0.0
30,31,4703,0.0
30,31,4704,0.16666666666666666
30,31,4709,0.0
30,31,4719,0.5833333333333334
30,31,4727,0.16666666666666666
30,31,4744,-0.16666666666666663
30,31,4746,0.0
30,31,4770,0.0
30,31,4781,0.0
30,31,4813,-0.41666666666666663
30,31,4851,0.0
30,31,4858,0.75
30,31,4870,0.75
30,31,4911,-0.16666666666666663
30,31,4980,0.0
30,31,5002,0.0
30,31,5019,0.0
30,31,5061,0.0
30,31,5078,0.0
30,31,5083,0.0
30,31,5095,-0.16666666666666663
30,31,5103,0.0
30,31,5107,0.0
30,31,5115,0.0
30,31,5146,-0.75
30,31,5154,0.0
30,31,5180,0.0
30,31,5185,0.0
30,31,5195,0.0
30,31,5203,0.9166666666666666
30,31,5243,0.0
30,31,5261,-0.16666666666666663
30,31,5282,0.5833333333333334
30,31,5286,0.0
30,31,5301,-0.25
30,31,5317,0.0
30,31,5324,0.0
30,31,5384,0.0
30,31,5386,-0.16666666666666663
30,31,5404,-0.25
30,31,5422,0.0
30,31,5433,-0.41666666666666663
30,31,5435,0.75
30,31,5454,0.0
30,31,5462,0.0
30,31,5476,0.75
30,31,5494,0.0
30,31,5511,0.0
30,31,5523,-0.75
30,31,5529,0.0
30,31,5550,0.9166666666666666
30,31,5551,0.0
30,31,5556,0.0
30,31,5564,0.0
30,31,5577,-0.75
30,31,5597,-0.75
30,31,5599,0.0
30,31,5609,0.0
30,31,5612,-0.33333333333333337
30,31,5625,-0.5
30,31,5657,0.0
30,31,5684,0.0
30,31,5711,0.0
30,31,5734,0.0
30,31,5788,0.3333333333333333
30,31,5794,0.0
30,31,5795,0.0
30,31,5816,0.5833333333333334
30,31,5825,-0.16666666666666663
30,31,5833,0.0
30,31,5834,-0.5833333333333333
30,31,5835,-0.33333333333333337
30,31,5858,0.0
30,31,5860,-0.5833333333333333
30,31,5902,-0.75
30,31,5903,-0.41666666666666663
30,31,5935,0.5
30,31,5992,0.0
30,31,6002,0.0
30,31,6059,-0.25
30,31,6076,0.0
30,31,6109,0.0
30,31,6110,0.75
30,31,6117,0.0
30,31,6119,0.0
30,31,6142,0.0
30,31,6191,0.0
30,31,6244,0.0
30,31,6273,-0.25
30,31,6280,0.0
30,31,6406,0.0
30,31,6419,-0.25
30,31,6424,0.0
30,31,6431,0.0
30,31,6459,0.0
30,31,6461,0.0
30,31,6497,0.0
30,31,6518,0.0
30,31,6531,0.4166666666666667
30,31,6577,0.0
30,31,6578,0.9166666666666666
30,31,6579,0.0
30,31,6580,-0.16666666666666663
30,31,6656,-0.16666666666666663
30,31,6659,0.0
30,31,6663,-0.5833333333333333
30,31,6717,0.4166666666666667
30,31,6729,0.0
30,31,6737,0.16666666666666666
30,31,6767,-0.33333333333333337
30,31,6777,0.0
30,31,6782,-0.16666666666666663
30,31,6792,0.0
30,31,6826,0.0
30,31,6837,0.5833333333333334
30,31,6840,0.0
30,31,6850,0.0
30,31,6861,0.0
30,31,6911,0.0
30,31,6925,-0.5833333333333333
30,31,7001,0.0
30,31,7028,0.9166666666666666
30,31,7037,0.4166666666666667
30,31,7062,0.0
30,31,7089,0.75
30,31,7108,0.0
30,31,7127,0.0
30,31,7130,0.0
30,31,7171,-0.25
30,31,7187,0.9166666666666666
30,31,7204,0.0
30,31,7206,-0.16666666666666663
30,31,7245,0.0
30,31,7249,0.0
30,31,7274,0.3333333333333333
30,31,7285,0.9166666666666666
30,31,7287,0.0
30,31,7339,-0.75
30,31,7369,0.0
30,31,7379,-0.75
30,31,7414,-0.41666666666666663
30,31,7440,-0.5833333333333333
10,47,5,0.25
10,47,21,0.0
10,47,27,-0.25
10,47,67,0.0
10,47,71,0.0
10,47,122,0.0
10,47,133,0.0
10,47,163,0.0
10,47,164,0.75
10,47,172,0.0
10,47,177,0.0
10,47,185,0.0
10,47,189,0.0
10,47,195,0.0
10,47,220,-0.25
10,47,241,0.0
10,47,260,0.0
10,47,264,0.0
10,47,272,0.0
10,47,295,0.0
10,47,355,0.25
10,47,376,0.0
10,47,407,0.0
10,47,431,0.0
10,47,450,0.0
10,47,468,0.0
10,47,484,0.0
10,47,487,-0.75
10,47,511,0.0
10,47,518,0.0
10,47,525,0.0
10,47,529,0.0
10,47,552,0.0
10,47,560,0.75
10,47,594,0.0
10,47,612,0.0
10,47,620,0.0
10,47,646,0.0
10,47,648,0.0
10,47,656,0.0
10,47,665,0.75
10,47,669,-0.75
10,47,676,0.75
10,47,695,0.0
10,47,701,0.0
10,47,715,0.0
10,47,725,0.0
10,47,726,0.0
10,47,745,0.75
10,47,751,0.25
10,47,773,0.0
10,47,802,0.25
10,47,803,0.0
10,47,892,0.0
10,47,918,0.0
10,47,931,0.0
10,47,973,0.0
10,47,989,0.0
10,47,1022,0.0
10,47,1023,0.0
10,47,1034,0.0
10,47,1064,0.0
10,47,1072,0.0
10,47,1088,0.0
10,47,1095,0.5
10,47,1097,0.0
10,47,1099,-0.5
10,47,1123,-0.75
10,47,1147,0.0
10,47,1157,0.25
10,47,1170,0.0
10,47,1190,0.0
10,47,1206,0.0
10,47,1219,0.0
10,47,1249,0.0
10,47,1288,0.0
10,47,1310,-0.25
10,47,1331,0.0
10,47,1353,0.0
10,47,1354,0.0
10,47,1356,-0.5
10,47,1358,0.0
10,47,1379,-0.75
10,47,1396,-0.75
10,47,1402,0.0
10,47,1424,0.0
10,47,1469,-0.75
10,47,1476,0.0
10,47,1499,0.0
10,47,1525,0.0
10,47,1548,0.0
10,47,1564,0.0
10,47,1577,0.0
10,47,1609,0.0
10,47,1622,0.0
10,47,1662,0.25
10,47,1681,0.0
10,47,1684,0.0
10,47,1689,0.0
10,47,1746,0.5
10,47,1779,0.0
10,47,1784,0.0
10,47,1794,0.0
10,47,1839,0.75
10,47,1859,0.0
10,47,1883,0.5
10,47,1885,0.0
10,47,1980,0.0
10,47,1987,-0.5
10,47,2019,0.0
10,47,2065,0.0
10,47,2088,0.0
10,47,2096,0.0
10,47,2193,0.0
10,47,2227,0.0
10,47,2243,0.0
10,47,2248,0.0
10,47,2259,0.0
10,47,2289,-0.75
10,47,2295,0.0
10,47,2335,0.0
10,47,2340,0.0
10,47,2398,0.0
10,47,2400,0.0
10,47,2432,0.0
10,47,2438,0.0
10,47,2445,0.0
10,47,2484,0.0
10,47,2555,0.0
10,47,2578,0.0
10,47,2598,0.0
10,47,2600,0.0
10,47,2611,0.0
10,47,2666,0.0
10,47,2672,0.0
10,47,2679,0.75
10,47,2693,0.0
10,47,2716,0.0
10,47,2753,0.75
10,47,2760,-0.25
10,47,2771,0.75
10,47,2787,0.25
10,47,2789,-0.25
10,47,2798,0.75
10,47,2813,0.0
10,47,2824,0.0
10,47,2859,0.0
10,47,2894,0.0
10,47,2917,0.0
10,47,2942,0.0
10,47,2957,0.0
10,47,3030,0.0
10,47,3064,0.0
10,47,3084,0.0
10,47,3108,0.0
10,47,3121,0.0
10,47,3156,0.0
10,47,3219,0.75
10,47,3220,-0.5
10,47,3222,0.25
10,47,3249,0.0
10,47,3257,0.0
10,47,3326,0.0
10,47,3333,0.0
10,47,3335,0.0
10,47,3340,0.0
10,47,3380,-0.5
10,47,3382,0.0
10,47,3385,0.0
10,47,3404,0.0
10,47,3405,-0.75
10,47,3424,0.0
10,47,3433,-0.5
10,47,3442,0.0
10,47,3447,0.0
10,47,3454,0.0
10,47,3464,0.0
10,47,3499,0.25
10,47,3560,0.0
10,47,3574,-0.75
10,47,3584,0.0
10,47,3597,-0.25
10,47,3600,0.75
10,47,3605,-0.75
10,47,3621,0.0
10,47,3657,0.0
10,47,3662,0.0
10,47,3680,0.5
10,47,3684,0.0
10,47,3698,0.0
10,47,3709,0.0
10,47,3718,0.0
10,47,3754,0.0
10,47,3769,-0.5
10,47,3773,-0.5
10,47,3796,0.0
10,47,3805,0.0
10,47,3815,0.0
10,47,3820,0.0
10,47,3880,0.5
10,47,3915,0.0
10,47,3928,0.0
10,47,3945,0.0
10,47,3969,0.25
10,47,3978,0.0
10,47,4003,0.0
10,47,4007,-0.25
10,47,4025,0.0
10,47,4075,0.75
10,47,4083,0.75
10,47,4157,0.25
10,47,4163,0.0
10,47,4176,0.0
10,47,4186,0.0
10,47,4192,0.0
10,47,4197,-0.5
10,47,4209,0.0
10,47,4213,0.0
10,47,4231,0.0
10,47,4237,0.0
10,47,4256,0.0
10,47,4261,-0.25
10,47,4263,0.0
10,47,4269,0.5
10,47,4293,0.0
10,47,4300,0.0
10,47,4313,0.0
10,47,4346,0.0
10,47,4349,-0.75
10,47,4365,0.5
10,47,4394,0.0
10,47,4404,0.0
10,47,4408,-0.25
10,47,4411,0.0
10,47,4436,-0.25
10,47,4441,0.0
10,47,4442,0.75
10,47,4446,0.5
10,47,4455,0.0
10,47,4480,0.0
10,47,4490,0.25
10,47,4499,0.0
10,47,4501,0.0
10,47,4503,0.0
10,47,4506,0.0
10,47,4529,0.0
10,47,4561,-0.25
10,47,4568,-0.25
10,47,4569,0.0
10,47,4578,-0.75
10,47,4591,-0.75
10,47,4605,0.75
10,47,4641,0.75
10,47,4664,-0.5
10,47,4666,0.0
10,47,4678,0.75
10,47,4686,0.0
10,47,4698,0.5
10,47,4703,0.0
10,47,4704,0.0
10,47,4709,0.75
10,47,4719,0.0
10,47,4727,0.0
10,47,4744,-0.5
10,47,4746,0.0
10,47,4770,0.0
10,47,4781,0.0
10,47,4813,-0.25
10,47,4851,0.25
10,47,4858,0.0
10,47,4870,0.0
10,47,4911,-0.75
10,47,4980,0.0
10,47,5002,0.0
10,47,5019,-0.75
10,47,5061,0.0
10,47,5078,0.0
10,47,5083,0.0
10,47,5095,0.0
10,47,5103,0.75
10,47,5107,0.0
10,47,5115,0.0
10,47,5146,-0.75
10,47,5154,0.0
10,47,5180,0.0
10,47,5185,0.0
10,47,5195,0.0
10,47,5203,0.0
10,47,5243,0.0
10,47,5261,0.0
10,47,5282,0.0
10,47,5286,0.0
10,47,5301,0.75
10,47,5317,-0.75
10,47,5324,-0.25
10,47,5384,0.0
10,47,5386,0.0
10,47,5404,0.0
10,47,5422,0.0
10,47,5433,0.0
10,47,5435,0.75
10,47,5454,0.0
10,47,5462,0.75
10,47,5476,-0.75
10,47,5494,0.0
10,47,5511,0.75
10,47,5523,0.0
10,47,5529,0.0
10,47,5550,0.0
10,47,5551,0.0
10,47,5556,0.0
10,47,5564,0.5
10,47,5577,0.0
10,47,5597,-0.5
10,47,5599,0.0
10,47,5609,0.5
10,47,5612,0.0
10,47,5625,0.0
10,47,5657,0.0
10,47,5684,0.0
10,47,5711,0.0
10,47,5734,0.0
10,47,5788,-0.5
10,47,5794,0.0
10,47,5795,0.0
10,47,5816,0.0
10,47,5825,-0.5
10,47,5833,0.75
10,47,5834,0.5
10,47,5835,0.0
10,47,5858,0.0
10,47,5860,0.5
10,47,5902,-0.25
10,47,5903,0.0
10,47,5935,0.0
10,47,5992,-0.75
10,47,6002,0.0
10,47,6059,-0.25
10,47,6076,0.0
10,47,6109,0.0
10,47,6110,0.75
10,47,6117,0.0
10,47,6119,-0.5
10,47,6142,0.0
10,47,6191,0.0
10,47,6244,0.0
10,47,6273,0.0
10,47,6280,0.0
10,47,6406,0.0
10,47,6419,0.75
10,47,6424,0.0
10,47,6431,0.0
10,47,6459,0.0
10,47,6461,-0.5
10,47,6497,0.0
10,47,6518,0.75
10,47,6531,0.0
10,47,6577,0.0
10,47,6578,0.0
10,47,6579,0.0
10,47,6580,-0.75
10,47,6656,0.5
10,47,6659,0.0
10,47,6663,0.0
10,47,6717,0.0
10,47,6729,0.0
10,47,6737,0.0
10,47,6767,0.25
10,47,6777,0.0
10,47,6782,0.0
10,47,6792,0.0
10,47,6826,0.0
10,47,6837,0.0
10,47,6840,0.75
10,47,6850,0.75
10,47,6861,0.0
10,47,6911,0.0
10,47,6925,0.0
10,47,7001,0.0
10,47,7028,0.75
10,47,7037,0.75
10,47,7062,-0.75
10,47,7089,0.0
10,47,7108,-0.25
10,47,7127,0.0
10,47,7130,0.0
10,47,7171,0.0
10,47,7187,0.25
10,47,7204,0.0
10,47,7206,0.0
10,47,7245,0.0
10,47,7249,0.0
10,47,7274,0.0
10,47,7285,0.75
10,47,7287,-0.25
10,47,7339,-0.25
10,47,7369,0.0
10,47,7379,0.0
10,47,7414,0.0
10,47,7440,-0.5
30,47,5,0.75
30,47,21,0.0
30,47,27,-0.33333333333333337
30,47,67,0.16666666666666666
30,47,71,0.0
