study,cell,proposal,seed,round,S,M,J,allocation_phase,nonempty_questions,mean_trace_count,mean_entropy,mean_normalized_entropy,mean_effective_count,mean_effective_fraction,mean_largest_weight,mean_correct_trace_mass,mean_trace_age,buffer_rows_all_questions,buffer_active_questions,buffer_lifecycle,refresh
common_grid,VIN-S8-B8-U1,question,31,10,8,8,1,after_last_inner_refresh,8,5.875,0.0002783841036427097,0.00014540106057688376,1.0000504595353898,0.18468003989852183,0.9999747723340988,0.24999420820277637,0,585,88,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,11,8,8,1,after_last_inner_refresh,8,6.5,0.12612978466037977,0.06194707876064279,1.1279601655144949,0.17367545847315055,0.9444730430841446,0.42602756813046044,0,637,96,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,12,8,8,1,after_last_inner_refresh,8,6.375,0.229188412720594,0.11385009536139144,1.3308288037372464,0.20461342856589357,0.8813896030187607,0.6250001708624914,0,688,104,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,13,8,8,1,after_last_inner_refresh,8,6.5,0.02192874877856736,0.012149848649597837,1.0101657047765291,0.1564446025719985,0.9950910583138466,0.7499999565668634,0,740,112,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,14,8,8,1,after_last_inner_refresh,8,5.625,0.08717594466472689,0.0478371987999561,1.059516110527623,0.1927585931673156,0.9735836237668991,0.7473088574026356,0,785,120,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,15,8,8,1,after_last_inner_refresh,8,6.375,0.15357751553813853,0.08115734449127393,1.1673572412159416,0.18580509323792593,0.9244354739785194,0.8005924059098387,0,836,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,16,8,8,1,after_last_inner_refresh,8,8,0.08875665506439273,0.04268292870243057,1.0753327717217567,0.13441659646521958,0.9682978987693787,0.22374318012438577,1.453125,844,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,17,8,8,1,after_last_inner_refresh,8,7.75,0.17517354659600953,0.08424066920930628,1.1616183405005718,0.15041062589590481,0.9319001361727715,0.874997733718142,2.015625,861,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,18,8,8,1,after_last_inner_refresh,8,8,0.13291641016176847,0.06391928193104894,1.1510767685040113,0.1438845960630014,0.9338854998350143,0.9999998752305018,1.21875,870,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,19,8,8,1,after_last_inner_refresh,8,8,0.23317565803793852,0.11213378850245155,1.213941954778221,0.15174274434727764,0.908143125474453,0.886565676079999,1.359375,878,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,20,8,8,1,after_last_inner_refresh,8,8,0.09191366741079517,0.04420113072115724,1.0824527636015828,0.13530659545019785,0.9650129228830338,0.5042524749739811,2.453125,892,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,21,8,8,1,after_last_inner_refresh,8,8,0.35951007022677867,0.17288779848860553,1.3938787496992968,0.1742348437124121,0.8455337136983871,0.7496279881654402,1.796875,901,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,22,8,8,1,after_last_inner_refresh,8,8,0.10411040597378812,0.05006652213444028,1.089598293960012,0.1361997867450015,0.9613495916128159,0.6249997384644751,3.96875,915,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,23,8,8,1,after_last_inner_refresh,8,8,0.170366031922838,0.0819287431303364,1.1207201939613822,0.14009002424517278,0.9490530043840408,0.9670919046516215,3.40625,928,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,24,8,8,1,after_last_inner_refresh,8,8,0.2136666931049592,0.10275195951522291,1.1363262871374156,0.14204078589217695,0.9427065029740334,0.7532812034251423,3.0,937,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,25,8,8,1,after_last_inner_refresh,8,8,0.031396949543050466,0.015098741134933306,1.0137096251299884,0.12671370314124855,0.9933734983205795,0.629397887357855,4.421875,948,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,26,8,8,1,after_last_inner_refresh,8,8,0.15950937225874334,0.07670779344433354,1.1750994864444975,0.14688743580556218,0.9269836917519569,0.87544668120078,3.1875,956,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,27,8,8,1,after_last_inner_refresh,8,8,0.28793260599822607,0.13846631426129222,1.3642451109665015,0.17053063887081268,0.8778422251343727,0.636750130568891,2.203125,965,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,28,8,8,1,after_last_inner_refresh,8,8,0.10958070989202925,0.0526971822461076,1.0828876627745667,0.13536095784682084,0.9662061780691147,0.7500325537895035,2.453125,982,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,29,8,8,1,after_last_inner_refresh,8,8,0.13798486251596592,0.06635669228984316,1.1432406647460405,0.14290508309325506,0.9419179782271385,0.4999999866413428,4.765625,997,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,30,8,8,1,after_last_inner_refresh,8,8,0.1834469989515171,0.08821935855110553,1.1211637735677114,0.14014547169596392,0.9466119110584259,0.8621898213891985,3.796875,1009,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,31,31,8,8,1,after_last_inner_refresh,8,8,0.3854340539824441,0.1853545994234004,1.4241456351784216,0.1780182043973027,0.8332592993974686,0.8333880311887414,3.0625,1022,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,0,8,8,1,after_last_inner_refresh,8,6.25,0.23271475734403094,0.1214648311975839,1.247441672512711,0.1977463521021215,0.9069017618894577,0.6320690309198194,0,50,8,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,1,8,8,1,after_last_inner_refresh,8,6.125,0.21691506255132809,0.11690284488946957,1.276989520596694,0.21088989538243683,0.8886302672326565,0.6861012773913833,0,99,16,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,2,8,8,1,after_last_inner_refresh,8,6.75,0.07537222941747322,0.04856908451233315,1.0482590473333304,0.1663268265039192,0.9781156107783318,0.49999998553908426,0,153,24,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,3,8,8,1,after_last_inner_refresh,8,5.375,0.015806556217809874,0.008823432981181132,1.0064441151173384,0.20762173885119367,0.9968570545315742,0.49991129799030926,0,196,32,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,4,8,8,1,after_last_inner_refresh,8,6,0.02473962400764042,0.020735370454906657,1.0109594783181148,0.1839337869903055,0.9946950301527977,0.754604776038594,0,244,40,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,5,8,8,1,after_last_inner_refresh,8,6,0.0871309098971506,0.04298418381140027,1.0600162257380963,0.2060972808796635,0.9732971414923668,0.7499798483959663,0,292,48,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,6,8,8,1,after_last_inner_refresh,8,5.875,0.04997606958957673,0.030617690124095782,1.0316782752284885,0.18067226864280875,0.9855495467782021,0.736688896406002,0,339,56,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,7,8,8,1,after_last_inner_refresh,8,5.875,0.18831663691151057,0.17211852745715103,1.2274632983245697,0.2718621965011492,0.9032119438052177,0.9221925963610281,0,386,64,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,8,8,8,1,after_last_inner_refresh,8,6.375,0.10563367736440407,0.05496899865705782,1.1071217732232468,0.17629108507707789,0.954712949693203,0.4180453283324745,0,437,72,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,9,8,8,1,after_last_inner_refresh,8,6.75,0.21914130403692164,0.11232020344993955,1.250097543324801,0.18870638047527608,0.8882413133978844,0.7683665790036432,0,491,80,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,10,8,8,1,after_last_inner_refresh,8,5.25,0.004777369570654837,0.002985304379720138,1.0012096183440107,0.19607849946500652,0.9993961080908775,0.7499771177481307,0,533,88,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,11,8,8,1,after_last_inner_refresh,8,6.375,0.2580491465155534,0.13425548646147342,1.3171838542188274,0.20597930632342443,0.8925602659583092,0.999989487317855,0,584,96,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,12,8,8,1,after_last_inner_refresh,8,5.75,0.19164744019570346,0.1034531775583138,1.1488158083293483,0.21172981047205,0.9360523670911789,0.5004491889726721,0,630,104,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,13,8,8,1,after_last_inner_refresh,8,5.625,0.07803322633961556,0.04832433658436736,1.0656516132891751,0.19674050049620442,0.9717196747660637,0.8498207449619057,0,675,112,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,14,8,8,1,after_last_inner_refresh,8,6.125,0.20398756997970377,0.11708949051219836,1.1855102970027296,0.20324801493354583,0.9163175225257874,0.6811932336729217,0,724,120,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,15,8,8,1,after_last_inner_refresh,8,6.5,0.11670743358186904,0.05706789186965846,1.1346272449197417,0.17489506785107975,0.9401165246963501,0.8748799187899678,0,776,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,16,8,8,1,after_last_inner_refresh,8,8,0.13753840845458074,0.06614199326972811,1.1444814862298784,0.1430601857787348,0.9363831356167793,0.8240833381998199,1.578125,798,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,17,8,8,1,after_last_inner_refresh,8,8,0.22262021707044044,0.10705769438971634,1.207612779245301,0.15095159740566264,0.9121644571423531,0.8883696429070083,1.375,814,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,18,8,8,1,after_last_inner_refresh,8,8,0.10766092754924572,0.05177396209093427,1.0756253046915165,0.13445316308643956,0.9663699716329575,0.8741493198080593,1.0,832,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,19,8,8,1,after_last_inner_refresh,8,8,0.3975316964678736,0.19117233569679265,1.4299795060654021,0.17874743825817527,0.8442080691456795,0.6494856681238295,1.9375,848,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,20,8,8,1,after_last_inner_refresh,8,8,0.2953695648539144,0.14204273548142446,1.350309630831645,0.1687887038539556,0.8697272539138794,0.7447390488568768,3.09375,860,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,21,8,8,1,after_last_inner_refresh,8,8,0.35341799491819903,0.16995812954313555,1.3266512893651956,0.16583141117064945,0.873592771589756,0.9985477709401807,2.625,876,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,22,8,8,1,after_last_inner_refresh,8,8,0.12158405776792018,0.058469572397645234,1.0836853981191026,0.13546067476488782,0.9647019505500793,0.3815510119882045,2.078125,891,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,23,8,8,1,after_last_inner_refresh,8,8,0.14472191166728496,0.06959652809012087,1.1674667815261954,0.14593334769077443,0.9310091957449913,0.6249869928989402,2.03125,907,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,24,8,8,1,after_last_inner_refresh,8,8,0.20191367111047037,0.0970999506662536,1.2103686353399166,0.15129607941748957,0.9066648408770561,0.6802988038936834,1.765625,920,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,25,8,8,1,after_last_inner_refresh,8,8,0.039833001763517666,0.019155624702649424,1.0171530168140819,0.12714412710176023,0.991764709353447,0.4976894542327473,4.015625,937,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,26,8,8,1,after_last_inner_refresh,8,8,0.15090873012080347,0.07257175885737804,1.101884238465019,0.13773552980812737,0.9554121643304825,0.8713130918062219,4.359375,953,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,27,8,8,1,after_last_inner_refresh,8,8,0.14484602336015942,0.06965621319806298,1.1043285099311366,0.13804106374139208,0.954812802374363,0.760646439269515,2.671875,962,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,28,8,8,1,after_last_inner_refresh,8,8,0.037098609228160155,0.017840659852448065,1.0184573316669547,0.12730716645836934,0.9912238270044327,0.9917997264508037,3.796875,970,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,29,8,8,1,after_last_inner_refresh,8,8,0.009500779292275325,0.004568909056515389,1.0025701388364678,0.12532126735455848,0.9987213611602783,0.8749986354484961,2.359375,984,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,30,8,8,1,after_last_inner_refresh,8,8,0.13103069471575637,0.06301244449021914,1.129441222242908,0.1411801527803635,0.944872260093689,0.7498838959107745,2.359375,1001,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,47,31,8,8,1,after_last_inner_refresh,8,8,0.2424717808243792,0.11660427858361586,1.34392716117678,0.1679908951470975,0.8843478113412857,0.9815619622098557,3.0625,1024,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,0,8,8,1,after_last_inner_refresh,8,6,0.1437257082463959,0.07480839804249988,1.141210599854461,0.1941017020175941,0.9415312111377716,0.6250000101816751,0,48,8,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,1,8,8,1,after_last_inner_refresh,8,6,0.0988318282379965,0.060454995028335894,1.1253155047068981,0.22446633119810874,0.9432229921221733,0.6249769803398523,0,96,16,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,2,8,8,1,after_last_inner_refresh,8,5.875,0.21007661225084823,0.1605615043348757,1.163954598642536,0.24121502907712183,0.9330980256199837,0.9961480391738847,0,143,24,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,3,8,8,1,after_last_inner_refresh,8,6,0.21027666635101158,0.12875014798029782,1.205610683236678,0.21539062075762896,0.9146809056401253,0.99938930088468,0,191,32,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,4,8,8,1,after_last_inner_refresh,8,5.75,0.13862796278434728,0.07752021018951354,1.1524015599559534,0.22973839918595101,0.9361187592148781,0.7499993832259243,0,237,40,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,5,8,8,1,after_last_inner_refresh,8,5.5,0.09929272151795117,0.06630862152122735,1.048987866068498,0.20357037217946217,0.9767290279269218,0.7546633801992716,0,281,48,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,6,8,8,1,after_last_inner_refresh,8,6.375,0.05467282984569561,0.027891290053001443,1.0303523388044131,0.1678962643825915,0.9857170954346657,0.7499905535950605,0,332,56,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,7,8,8,1,after_last_inner_refresh,8,5.75,0.1912393735658822,0.10420748310765884,1.2361328860430258,0.22754023929404266,0.8969408236443996,0.8996637643458966,0,378,64,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,8,8,8,1,after_last_inner_refresh,8,6.375,0.23228240200845102,0.1284030574994866,1.2443151851230974,0.2027903444295171,0.8910379335284233,0.679806450275018,0,429,72,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,9,8,8,1,after_last_inner_refresh,8,6.625,0.21324882288257146,0.11146442081787367,1.1626751696703932,0.1891936272678634,0.9375865906476974,0.7516520135658545,0,482,80,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,10,8,8,1,after_last_inner_refresh,8,6,0.12413703401576935,0.06788999896950841,1.1388682424270973,0.19786105960348663,0.9387212693691254,0.7494912544167519,0,530,88,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,11,8,8,1,after_last_inner_refresh,8,5.375,0.17876052586899346,0.11689074891478621,1.1453862674999347,0.252654886397112,0.9369695782661438,0.49441945087010886,0,573,96,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,12,8,8,1,after_last_inner_refresh,8,6.875,0.3464841541019096,0.17791429907773074,1.3606486898430008,0.19888672022729026,0.873812809586525,0.744374030507705,0,628,104,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,13,8,8,1,after_last_inner_refresh,8,6.25,0.02844640487689599,0.014600361122078298,1.0137486411451135,0.16580036105298557,0.9934092462062836,0.749999964990091,0,678,112,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,14,8,8,1,after_last_inner_refresh,8,6.875,0.3057936527919979,0.15521584431435753,1.3783159868233674,0.20083309899442814,0.8696823567152023,0.9359217946602953,0,733,120,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,15,8,8,1,after_last_inner_refresh,8,6.375,0.07619268374184919,0.04630001110131581,1.0427112840197528,0.172395429697052,0.9800030440092087,0.6286701330831934,0,784,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,16,8,8,1,after_last_inner_refresh,8,8,0.14753509747578777,0.07094938449512962,1.0934195858279672,0.1366774482284959,0.9589948430657387,0.7498098259243366,2.5,803,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,17,8,8,1,after_last_inner_refresh,8,8,0.15471201970322243,0.07440075453058487,1.1106087467671737,0.1388260933458967,0.9512257128953934,0.8503710220343432,2.390625,819,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,18,8,8,1,after_last_inner_refresh,8,7.75,0.30570980051951097,0.14926109083886566,1.3570086467298967,0.17550553212756098,0.880295142531395,0.6174927387079039,1.46875,830,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,19,8,8,1,after_last_inner_refresh,8,8,0.2711070893526465,0.13037495111963474,1.2140537066165098,0.15175671332706372,0.9162743464112282,0.7409401844018967,2.125,848,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,20,8,8,1,after_last_inner_refresh,8,7.75,0.06212328326399894,0.029874984262209147,1.0241455451990633,0.13322652648321626,0.9884513765573502,0.25646469097903163,2.4479166666666665,861,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,21,8,8,1,after_last_inner_refresh,8,8,0.45902509580377926,0.22074440978656457,1.4872752668793554,0.18590940835991943,0.8011194542050362,0.8729213514909537,1.15625,876,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,22,8,8,1,after_last_inner_refresh,8,7.875,0.554971275178016,0.2703019728969912,1.6075022758194142,0.20502474966941187,0.7575708329677582,0.640236314651743,2.0513392857142856,889,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,23,8,8,1,after_last_inner_refresh,8,7.75,0.25609108888701076,0.12332390767604741,1.2257441649972742,0.15845246141693806,0.8943022899329662,0.874227156681432,2.536458333333333,896,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,24,8,8,1,after_last_inner_refresh,8,8,0.23860609828891285,0.11474527824242639,1.1802024977076595,0.14752531221345744,0.9240680858492851,0.8733004913789801,5.09375,909,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,25,8,8,1,after_last_inner_refresh,8,8,0.15703606409236764,0.07551838363559342,1.176519746775482,0.14706496834693525,0.939150907099247,0.6242133358907872,1.890625,920,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,26,8,8,1,after_last_inner_refresh,8,8,0.24783518553225856,0.11918353104172855,1.2398031210302887,0.15497539012878608,0.8954520523548126,0.6796432799245861,2.59375,934,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,27,8,8,1,after_last_inner_refresh,8,8,0.3557507892663558,0.17107996648896873,1.3773541763439396,0.17216927204299246,0.8361801207065582,0.8840859196215753,2.71875,949,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,28,8,8,1,after_last_inner_refresh,8,7.875,0.06715452693428617,0.03236224825018391,1.0317482414377581,0.1312104743013033,0.9847360774874687,0.752960505657963,2.2299107142857144,963,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,29,8,8,1,after_last_inner_refresh,8,8,0.32391714451986797,0.15577121935257573,1.2562161885393432,0.1570270235674179,0.8941742405295372,0.4937982926719059,2.59375,981,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,30,8,8,1,after_last_inner_refresh,8,8,0.1990344970105328,0.09571536060097496,1.119110938171513,0.13988886727143912,0.945209689438343,0.8721803633033984,3.078125,1003,128,persistent,inner_step
common_grid,VIN-S8-B8-U1,question,73,31,8,8,1,after_last_inner_refresh,8,8,0.417575860277413,0.20081154093905548,1.6219168662162788,0.20273960827703486,0.8198473006486893,0.7602596549904397,2.71875,1016,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,0,8,8,4,after_last_inner_refresh,8,7.375,0.016635960827419083,0.008000230389706816,1.007038218525948,0.13971906526520375,0.9965651631355286,0.6249133948040941,0,59,8,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,1,8,8,4,after_last_inner_refresh,8,6.25,0.2144721037117786,0.11967887421860432,1.2012498908878821,0.19618823681169975,0.9170125722885132,0.47447916565379267,0,109,16,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,2,8,8,4,after_last_inner_refresh,8,6,0.11444585786069753,0.06529678509305538,1.0977409755110346,0.18962610556216467,0.9580051600933075,0.8749745697028731,0,157,24,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,3,8,8,4,after_last_inner_refresh,8,7.125,0.2113703040180681,0.10693067326460215,1.1755028693253127,0.1650911949499077,0.9249644577503204,0.9139325578891968,0,214,32,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,4,8,8,4,after_last_inner_refresh,8,7,0.17910513929218796,0.0914535175714249,1.1986499145353655,0.17194402830634709,0.9205026552081108,0.5586588599098314,0,270,40,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,5,8,8,4,after_last_inner_refresh,8,7.375,0.34379531574028765,0.16794780287294137,1.3921977680316122,0.18934724785258328,0.8487170934677124,0.4319415140165761,0,329,48,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,6,8,8,4,after_last_inner_refresh,8,7.625,0.20805844768124357,0.10005501552940722,1.2180864610540247,0.15970128754752272,0.9082266613841057,0.8749542667869707,0,390,56,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,7,8,8,4,after_last_inner_refresh,8,6.875,0.2137962071999869,0.11199781506461359,1.2159942803962567,0.18039078765042363,0.9063269197940826,0.9487941896109034,0,445,64,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,8,8,8,4,after_last_inner_refresh,8,7,0.09095351556410089,0.04712490429370392,1.1225917601670323,0.16786856836820654,0.9445863515138626,0.7495624255447827,0,501,72,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,9,8,8,4,after_last_inner_refresh,8,7.375,0.23036205403399249,0.11532036056163676,1.2496612182486408,0.17027365326635718,0.8961266577243805,0.7678769592585132,0,560,80,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,10,8,8,4,after_last_inner_refresh,8,6,0.07580339188936329,0.03828737312012977,1.0431667717365967,0.20935233742922157,0.9799357503652573,0.5012271302972046,0,608,88,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,11,8,8,4,after_last_inner_refresh,8,7.25,0.2818626045248984,0.1426038119646482,1.3302155127123976,0.1877817119249758,0.8846728838980198,0.37598584388141476,0,666,96,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,12,8,8,4,after_last_inner_refresh,8,7.75,0.5305794069327975,0.26042395109105676,1.6950520224797911,0.2192528187041991,0.7735788412392139,0.8039827396088141,0,728,104,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,13,8,8,4,after_last_inner_refresh,8,7.75,0.17358671531377326,0.08355434329933446,1.102965547519873,0.14234518847820452,0.9535506218671799,0.858902467704383,0,790,112,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,14,8,8,4,after_last_inner_refresh,8,7.75,0.5098928196803657,0.2502476711564161,1.6698608278277165,0.21737226390490014,0.7673892974853516,0.7486147654909648,0,852,120,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,15,8,8,4,after_last_inner_refresh,8,7.375,0.21246934403334664,0.10454482595224088,1.1961877306474915,0.16200918968647063,0.9198318868875504,0.8541925451334087,0,911,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,16,8,8,4,after_last_inner_refresh,8,8,0.18341124915764956,0.08820216653433037,1.1611338776619666,0.14514173470774583,0.9413480386137962,0.6170547854514854,0.609375,918,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,17,8,8,4,after_last_inner_refresh,8,8,0.22683387529910315,0.10908403566654723,1.2825972155001497,0.16032465193751871,0.8993541970849037,0.7048924421666906,1.4375,930,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,18,8,8,4,after_last_inner_refresh,8,8,0.37716455118150616,0.18137780919622354,1.4440765441815355,0.18050956802269194,0.8267571553587914,0.8617505094769732,0.5625,933,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,19,8,8,4,after_last_inner_refresh,8,8,0.4032352006033821,0.19391514140745525,1.5084872200350288,0.1885609025043786,0.798491183668375,0.8908836094898027,0.8125,936,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,20,8,8,4,after_last_inner_refresh,8,8,0.3564858687663073,0.1714334650053818,1.4446866832660985,0.1805858354082623,0.8327514231204987,0.7499296530330042,0.90625,940,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,21,8,8,4,after_last_inner_refresh,8,8,0.4796917050761859,0.2306829480229949,1.3754693596459346,0.17193366995574183,0.858706645667553,0.6236960485905967,3.390625,947,128,persistent,inner_step
