study,cell,proposal,seed,round,S,M,J,question_id,allocation_phase,trace_count,entropy,normalized_entropy,effective_count,effective_fraction,largest_weight,correct_trace_mass,mean_trace_age,weights_descending_json
common_grid,VIN-S8-B8-U1,question,31,1,8,8,1,69,after_last_inner_refresh,7,9.06032330748625e-10,4.656085129051201e-10,1.0,0.14285714285714285,1.0,1.0000000000377514,0,"[1.0,3.775134718719819e-11,5.139944318116454e-24,9.727604926320145e-29,5.784245648136424e-31,9.660673761439827e-36,0.0]"
common_grid,VIN-S8-B8-U1,question,31,1,8,8,1,53,after_last_inner_refresh,6,3.213282599746975e-25,1.7933671650310048e-25,1.0,0.16666666666666666,1.0,0,0,"[1.0,5.3110923260619705e-27,1.0051511134559282e-31,6.998167936122733e-37,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,1,8,8,1,62,after_last_inner_refresh,6,0.32071847829564754,0.17899639086814645,1.168390852429844,0.19473180873830734,0.9231273531913757,0.0029381122440099872,0,"[0.9231273531913757,0.05901355668902397,0.014920963905751705,0.0029381122440099716,1.5510908689151375e-17,8.571266264797036e-40]"
common_grid,VIN-S8-B8-U1,question,31,1,8,8,1,42,after_last_inner_refresh,8,0.46126655930510496,0.22182232587912998,1.3561436350050096,0.1695179543756262,0.8460127115249634,0.9999999897789504,0,"[0.8460127115249634,0.14701496064662933,0.005700388923287392,0.0012719286605715752,1.1749378379943831e-11,1.1749378379943831e-11,6.11767673167214e-40,0.0]"
common_grid,VIN-S8-B8-U1,question,31,1,8,8,1,63,after_last_inner_refresh,5,0.002700632630459214,0.0016779973987159282,1.0005920492681772,0.20011840985363544,0.9997040629386902,1.7934858387561003e-23,0,"[0.9997040629386902,0.0002959571429528296,7.285568226185826e-14,1.56241968643048e-18,1.7934858387561003e-23]"
common_grid,VIN-S8-B8-U1,question,31,1,8,8,1,109,after_last_inner_refresh,7,0.7736248088264911,0.3975645068720491,1.780651589033637,0.2543787984333767,0.7203574180603027,0.09749707151468101,0,"[0.7203574180603027,0.18213486671447754,0.09748977422714233,1.061749026121106e-05,7.2972875386767555e-06,3.3560629098759167e-15,2.245738691314039e-24]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,89,after_last_inner_refresh,5,8.26067975196075e-05,5.132648913102443e-05,1.0000126362666697,0.20000252725333395,0.9999936819076538,0.9999999898265165,0,"[0.9999936819076538,6.144173767097527e-06,1.6373667222069344e-07,8.423411274049997e-12,7.237533899599923e-21]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,55,after_last_inner_refresh,7,0.1908781998288757,0.09809199048658125,1.0993298375496219,0.15704711964994597,0.952573299407959,1.0000000275726482,0,"[0.952573299407959,0.047425828874111176,8.975578680292529e-07,1.7326943213546997e-09,3.3448868674845755e-12,1.548989818247852e-14,2.123601722679208e-20]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,95,after_last_inner_refresh,5,1.7936148530504464e-08,1.114435567345247e-08,1.0,0.2,1.0,1.0000000008592167,0,"[1.0,8.592166977905435e-10,0.0,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,4,after_last_inner_refresh,8,0.001386650303986054,0.0006668378390026179,1.0002634941040551,0.1250329367630069,0.9998682737350464,0.9999999637782935,0,"[0.9998682737350464,9.609899279894307e-05,3.535284486133605e-05,2.3820558681109105e-07,1.5735029598729078e-11,1.0740107903509683e-18,2.6099352608710445e-23,3.328165306500086e-30]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,59,after_last_inner_refresh,7,3.9168157963381903e-10,2.012845145105851e-10,1.0,0.14285714285714285,1.0,1.0,0,"[1.0,1.573710259328287e-11,6.7786390819349774e-15,2.185559963842711e-22,2.0328872952342194e-23,1.0121150495010262e-24,0.0]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,5,after_last_inner_refresh,6,0.20711637961059723,0.1155938523934964,1.104535124102612,0.18408918735043533,0.9503231644630432,1.0000000794235904,0,"[0.9503231644630432,0.04731380194425583,0.002355615608394146,7.497407750634011e-06,1.4661691728323073e-13,3.9545441403371e-39]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,3,after_last_inner_refresh,6,0.003018687295242159,0.0016847614577098914,1.000670896353392,0.1667784827255653,0.9996646642684937,1.0000000428502034,0,"[0.9996646642684937,0.00033535013790242374,2.8443807309486147e-08,5.634743023601287e-21,1.1694536015942376e-22,1.5516081725483957e-25]"
common_grid,VIN-S8-B8-U1,question,31,2,8,8,1,99,after_last_inner_refresh,6,0.0012787902647855025,0.0007137064359070722,1.0002534718865443,0.16670891198109072,0.9998732805252075,1.0189980890578482e-17,0,"[0.9998732805252075,0.00012339415843598545,3.288343123131199e-06,1.0189980890578482e-17,7.93596500656946e-18,6.73114588393975e-22]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,46,after_last_inner_refresh,8,0.026464168000374103,0.012726574645130705,1.0081733364209517,0.12602166705261897,0.9959298968315125,1.0000000349245965,0,"[0.9959298968315125,0.004070138093084097,6.488545345570083e-19,3.230456623980389e-20,3.249966226598357e-32,1.0832037129230836e-42,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,61,after_last_inner_refresh,5,1.4123269317741984e-08,8.775280617306988e-09,1.0,0.2,1.0,1.0000000000662206,0,"[1.0,5.905304023556823e-10,6.224144116773189e-11,3.978962558742749e-12,2.5436656904062604e-13]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,25,after_last_inner_refresh,8,0.5029947278552731,0.24188933315669878,1.4753155505359046,0.18441444381698807,0.7981811165809631,1.0000000907170508,0,"[0.7981811165809631,0.2018117904663086,7.135560281312792e-06,4.8079030534609046e-08,3.013241045568549e-11,3.3474083422670164e-13,5.098096272613656e-21,2.802596928649634e-45]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,24,after_last_inner_refresh,8,0.07544756974830431,0.036282611574334274,1.0288439926293838,0.12860549907867297,0.9857823848724365,0.9998438153415918,0,"[0.9857823848724365,0.014061430469155312,0.00015620837802998722,5.82134451754257e-10,1.757893830500734e-11,6.636285675631286e-22,4.869849160961719e-28,0.0]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,7,after_last_inner_refresh,6,0.0021612279163769873,0.001206204266529207,1.0004610885678544,0.16674351476130908,0.9997695088386536,1.0000000274143837,0,"[0.9997695088386536,0.00023050671734381467,1.1858386272933785e-08,1.3518464116937813e-20,1.6900145100190135e-29,3.135638714198996e-36]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,107,after_last_inner_refresh,7,0.0005248493935386848,0.00026971923333329905,1.0000894119251746,0.14286991598931068,0.9999552965164185,1.0000000370968651,0,"[0.9999552965164185,2.7535219487617724e-05,1.6700954802217893e-05,5.043251007919025e-07,7.991602518631069e-11,1.139940897752767e-12,7.331408861461318e-26]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,114,after_last_inner_refresh,7,0.1918983041432826,0.09861622040279919,1.0995382869377808,0.1570768981339687,0.9524829983711243,1.000000048989932,0,"[0.9524829983711243,0.04742133244872093,7.129510049708188e-05,1.5908084606053308e-05,8.51498498377623e-06,1.4593902310833318e-20,2.2073556897660728e-35]"
common_grid,VIN-S8-B8-U1,question,31,3,8,8,1,82,after_last_inner_refresh,7,0.1094113863929017,0.05622633010368848,1.0470097088437302,0.14957281554910432,0.9770225286483765,0.9999998975545169,0,"[0.9770225286483765,0.022977368906140327,4.044812484949034e-08,1.0704894369883964e-16,3.0249428711631027e-31,2.739398367908585e-41,0.0]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,119,after_last_inner_refresh,8,2.3081114344475063e-06,1.1099669734321764e-06,1.0000002384186089,0.1250000298023261,0.9999998807907104,1.0000000128815518,0,"[0.9999998807907104,1.1253516163378663e-07,1.9555679742211396e-08,2.06115324807854e-09,1.0603574496313023e-13,7.530386937142257e-17,1.3792385752266573e-18,0.0]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,40,after_last_inner_refresh,7,0.005295934201110887,0.002721571807250155,1.0012607212411015,0.14303724589158592,0.9993700385093689,0,0,"[0.9993700385093689,0.0006263318355195224,3.7243055430735694e-06,6.68737065723235e-10,3.579491425487191e-10,2.5929749666864232e-11,1.7821239275961354e-11]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,34,after_last_inner_refresh,8,0.29567085611793004,0.14218762595224396,1.1727829691347764,0.14659787114184705,0.920299768447876,0,0,"[0.920299768447876,0.07554280757904053,0.0037610549479722977,0.00039641227340325713,4.796061880973923e-10,7.354999248532224e-11,1.695767753106224e-14,1.8838274797753696e-16]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,38,after_last_inner_refresh,8,0.10566888602772363,0.05081599261615266,1.0431330884994798,0.13039163606243498,0.9788958430290222,0.9999999464416067,0,"[0.9788958430290222,0.020316334441304207,0.0007877498283050954,1.9142975204999857e-08,7.371465027391629e-17,1.8509745505406247e-24,1.8255906198454068e-38,1.8216880036222622e-44]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,98,after_last_inner_refresh,6,2.659958551681878e-09,1.4845511338795212e-09,1.0,0.16666666666666666,1.0,1.0000000001162823,0,"[1.0,1.1628233792526643e-10,1.0741522382357149e-18,8.365505526405104e-19,5.597849716975122e-28,0.0]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,91,after_last_inner_refresh,6,0.1094105865618994,0.06106321101740115,1.0470094533939303,0.17450157556565504,0.977022647857666,0.977022647857666,0,"[0.977022647857666,0.022977370768785477,2.07901128231064e-31,5.799413824454688e-41,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,28,after_last_inner_refresh,6,8.037351187511967e-10,4.485731107074715e-10,1.0,0.16666666666666666,1.0,0,0,"[1.0,3.3315444153414475e-11,6.515062171069119e-19,4.107822865311063e-34,2.7465449900766415e-43,0.0]"
common_grid,VIN-S8-B8-U1,question,31,4,8,8,1,0,after_last_inner_refresh,6,0.3045127054542216,0.16995177683387103,1.1775479213124889,0.19625798688541482,0.9184228777885437,0.0815771543389161,0,"[0.9184228777885437,0.07538873702287674,0.006188284605741501,1.327102978621042e-07,6.561795365185206e-16,0.0]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,22,after_last_inner_refresh,6,0.0002065554117573059,0.00011528077027342086,1.0000326640051502,0.16667211066752505,0.9999836683273315,0.9999999423703222,0,"[0.9999836683273315,1.0129927431989927e-05,6.144111921457807e-06,3.098768637521676e-12,5.384852177874044e-13,0.0]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,1,after_last_inner_refresh,7,0.2272058842312119,0.11676072728307328,1.127335374259827,0.16104791060854673,0.9399133324623108,0.9999999776482582,0,"[0.9399133324623108,0.06008664518594742,3.277723339768803e-19,1.2058071575596614e-19,9.636762873351875e-30,5.056909106312309e-32,3.66321251459268e-33]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,67,after_last_inner_refresh,3,1.0264389246112377e-26,9.343049729178156e-27,1.0,0.3333333333333333,1.0,0,0,"[1.0,1.6038108185805577e-28,0.0]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,103,after_last_inner_refresh,6,3.1764597295383703e-14,1.7728159298674654e-14,1.0,0.16666666666666666,1.0,1.0000000000000009,0,"[1.0,9.173890920400186e-16,1.9538416766992623e-27,1.511183624582218e-34,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,58,after_last_inner_refresh,6,0.12042628367093959,0.06721118863282634,1.0532651156598722,0.17554418594331203,0.9740404486656189,0.9999999499859709,0,"[0.9740404486656189,0.025957299396395683,2.2016522507328773e-06,2.717054914391781e-10,3.4202671077288027e-12,5.106783082684205e-22]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,97,after_last_inner_refresh,7,1.2976713492632645e-09,6.668711553271095e-10,1.0,0.14285714285714285,1.0,1.0000000000549278,0,"[1.0,5.4927885156930145e-11,1.5628821837904738e-18,5.709962586454673e-26,1.7242592717486375e-27,1.1538028783762514e-36,0.0]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,27,after_last_inner_refresh,8,0.021420670380109468,0.01030116497663368,1.0063655229416266,0.12579569036770333,0.9968273043632507,0.9968273043632507,0,"[0.9968273043632507,0.0031726830638945103,1.4883576315849467e-10,1.5687173782197306e-11,7.656834794835237e-15,1.237612147680773e-16,1.8979396111594428e-17,2.0939134059965793e-26]"
common_grid,VIN-S8-B8-U1,question,31,5,8,8,1,56,after_last_inner_refresh,5,0.502905832864755,0.3124729627526696,1.475294619593351,0.29505892391867017,0.7981867790222168,0.2018132210829564,0,"[0.7981867790222168,0.2018132209777832,1.0517319654068658e-10,7.469131107877558e-14,4.049948140375339e-19]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,120,after_last_inner_refresh,8,2.1646544163673726e-07,1.0409787305772007e-07,0.9999999999999998,0.12499999999999997,1.0,1.00000001186112,0,"[1.0,1.1861120086109622e-08,3.797933593951835e-23,7.478574142033435e-24,1.4726187165958073e-24,6.096549811768538e-32,3.199175604441272e-34,0.0]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,17,after_last_inner_refresh,8,0.007288771290791355,0.0035051580651328457,1.001823654512765,0.12522795681409563,0.9990890026092529,1.0000000538420863,0,"[0.9990890026092529,0.0009110512328334153,5.976678451869973e-15,5.034433259922722e-26,1.852064522118559e-26,6.3374164452695425e-28,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,92,after_last_inner_refresh,8,2.2141543837436626e-09,1.0647831830631803e-09,1.0,0.125,1.0,1.0000000000622415,0,"[1.0,6.224144116773189e-11,2.2897348947448215e-11,7.433680407342713e-12,2.0469715840702642e-16,1.6472656956609696e-19,1.3256090595448439e-22,1.2906395473087794e-31]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,20,after_last_inner_refresh,7,2.7064741938618206e-06,1.390852601892097e-06,1.0000002384185949,0.14285717691694214,0.9999998807907104,0.999999882207319,0,"[0.9999998807907104,1.6373769540223293e-07,1.4166084971733994e-09,1.2415509832344035e-16,3.308621120587073e-18,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,50,after_last_inner_refresh,8,0.10941058656272556,0.052615370218265615,1.0470094533939303,0.13087618167424128,0.977022647857666,1.0000000186264515,0,"[0.977022647857666,0.022977370768785477,2.6194016167256987e-14,1.5575531678198713e-16,3.475370888628474e-17,2.6013786191607442e-21,3.1069035578817328e-22,1.3828369593694792e-28]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,71,after_last_inner_refresh,6,0.43167819295625004,0.24092418673932292,1.3417682071753092,0.2236280345292182,0.8505513072013855,1.0000000629853405,0,"[0.8505513072013855,0.1478036344051361,0.0012787521118298173,0.0003663686220534146,6.449356049209598e-10,0.0]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,113,after_last_inner_refresh,6,0.03622277351731547,0.020216314823172862,1.0118918590466437,0.16864864317444062,0.9940890073776245,0,0,"[0.9940890073776245,0.005911068990826607,5.870397501439584e-10,2.665156473063892e-14,6.915040310336132e-25,8.704751140279364e-27]"
common_grid,VIN-S8-B8-U1,question,31,6,8,8,1,57,after_last_inner_refresh,7,5.3559719083910993e-20,2.752425085501136e-20,1.0,0.14285714285714285,1.0,1.0,0,"[1.0,1.1099188623006086e-21,1.066761441209852e-25,8.41602703635062e-31,6.175861782819467e-37,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,60,after_last_inner_refresh,6,0.030661594733256997,0.017112561847638486,1.009515525066676,0.1682525875111127,0.9952652454376221,0.9999999524762249,0,"[0.9952652454376221,0.004608992952853441,0.0001228254841407761,2.888578819693066e-06,2.278893566909357e-11,4.369030266701928e-21]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,122,after_last_inner_refresh,8,0.7370439122808721,0.3544431990550048,1.7799502772694156,0.22249378465867695,0.7026760578155518,0.9999999506908352,0,"[0.7026760578155518,0.2585000991821289,0.034984178841114044,0.003687305608764291,0.00011134697706438601,4.096226621186361e-05,9.567117876998349e-14,5.050682427160014e-28]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,76,after_last_inner_refresh,8,0.09009479560855452,0.043326438278122124,1.0366190526497263,0.1295773815812158,0.9820137619972229,0.9999999720604436,0,"[0.9820137619972229,0.01798621006309986,1.1799312612040258e-13,7.156645745855575e-14,2.7749326630060545e-15,3.101288577333755e-29,1.5440407939858789e-30,0.0]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,36,after_last_inner_refresh,5,3.2674791271840576e-08,2.030198929663804e-08,1.0,0.2,1.0,1.0000000000065603,0,"[1.0,1.6052279505629485e-09,6.5602007333354084e-12,6.819577725375251e-27,2.071763727565669e-40]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,78,after_last_inner_refresh,8,0.001346790406120073,0.0006476692800087542,1.0002646818457024,0.1250330852307128,0.9998676776885986,1.0000000100731101,0,"[0.9998676776885986,0.0001233934744959697,8.938593964558095e-06,3.1604632799719923e-10,4.658269551886286e-15,1.2994095137125613e-24,5.379474747879926e-32,0.0]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,32,after_last_inner_refresh,7,0.9246088005347457,0.4751549299352893,2.3293719172113483,0.33276741674447835,0.5121442675590515,0.4878556951880455,0,"[0.5121442675590515,0.39885836839675903,0.08899732679128647,1.7859810409527567e-19,1.8824100732255234e-20,4.633923615461289e-30,2.30709480218939e-31]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,52,after_last_inner_refresh,6,0.15958281626113435,0.08906486557031426,1.0774726617397288,0.17957877695662147,0.9626549482345581,1.000000003312607,0,"[0.9626549482345581,0.037326183170080185,1.6077974578365684e-05,2.7939333904214436e-06,6.61038284594455e-20,0.0]"
common_grid,VIN-S8-B8-U1,question,31,7,8,8,1,37,after_last_inner_refresh,8,0.68543496541089,0.32962454181672973,1.969555598423935,0.24619444980299188,0.5621747970581055,1.0000000084146534,0,"[0.5621747970581055,0.437822163105011,3.0482513011520496e-06,4.991137169362003e-13,2.357646142116948e-13,4.233393908016148e-17,5.224423473477339e-21,1.4968224964027005e-21]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,118,after_last_inner_refresh,7,7.159827753372173e-13,3.679423614110896e-13,1.0,0.14285714285714285,1.0,0,0,"[1.0,2.0879678940140776e-14,1.71390848833098e-15,0.0,0.0,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,47,after_last_inner_refresh,6,0.06880141267142491,0.03839879953365988,1.0235756390538413,0.1705959398423069,0.9883672595024109,0.9903102033458708,0,"[0.9883672595024109,0.009689612314105034,0.0019079976482316852,3.494619522825815e-05,1.8338081986257748e-07,2.7736692739836727e-22]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,77,after_last_inner_refresh,6,0.03269169895466305,0.018245584586611747,1.0105023553155146,0.16841705921925243,0.9947761297225952,0.9999995076398136,0,"[0.9947761297225952,0.005220106337219477,3.2715799989091465e-06,5.017130320084107e-07,1.407964446983278e-28,1.3096109963979998e-29]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,124,after_last_inner_refresh,5,0.3653720881834918,0.2270184425013986,1.265809224074805,0.25316184481496096,0.8807946443557739,0.11920531477079521,0,"[0.8807946443557739,0.11920259147882462,1.990885948544019e-06,7.324060220526007e-07,0.0]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,21,after_last_inner_refresh,7,0.0001909885299147137,9.814868893480692e-05,1.000030518102327,0.1428615025860467,0.9999847412109375,0.9999977483103066,0,"[0.9999847412109375,1.3007099369133357e-05,2.2602948774874676e-06,7.582444672138422e-10,6.387045211466226e-21,4.9742356694066434e-21,1.1099018986357027e-21]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,49,after_last_inner_refresh,6,0.36533389518596576,0.20389672914264706,1.2658023694074054,0.2109670615679009,0.8807970285415649,0,0,"[0.8807970285415649,0.11920291930437088,1.0171641469217569e-17,1.4697821699958589e-24,9.396003296654106e-26,0.0]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,10,after_last_inner_refresh,7,0.00011286501379398162,5.8001143500266204e-05,1.0000178815533227,0.1428596973647604,0.9999910593032837,0.9999999990118118,0,"[0.9999910593032837,8.939696272136644e-06,1.2255957533569006e-11,2.0735828622861437e-21,5.242838743423014e-22,1.0252728684030214e-29,0.0]"
common_grid,VIN-S8-B8-U1,question,31,8,8,8,1,96,after_last_inner_refresh,7,0.03622276104390448,0.018614816856518095,1.0118918590466437,0.14455597986380625,0.9940890073776245,1.0000000763685706,0,"[0.9940890073776245,0.005911068990826607,1.1944401902014984e-13,6.393377580821147e-14,1.3008502047721255e-17,7.194798388734195e-21,0.0]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,79,after_last_inner_refresh,6,3.590319197811081e-13,2.0037952970093137e-13,1.0,0.16666666666666666,1.0,0,0,"[1.0,1.1176086437054457e-14,3.0170724198855863e-21,3.650256623683927e-27,2.0050087834260406e-37,3.948096205583356e-38]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,123,after_last_inner_refresh,6,2.829138367869062e-05,1.5789721870915752e-05,1.0000040531241867,0.16666734218736445,0.9999979734420776,0.9999999725352318,0,"[0.9999979734420776,1.9947297005273867e-06,4.363453598443812e-09,1.0530596463723212e-20,6.819563858679651e-27,2.1279005625590793e-31]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,126,after_last_inner_refresh,6,0.2685453394591688,0.1498780076629741,1.163072870596962,0.19384547843282698,0.9241411685943604,0.9999992996454269,0,"[0.9241411685943604,0.07585813105106354,6.781547199352644e-07,2.9591024014528466e-15,5.142148557950093e-16,2.575586438787261e-29]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,106,after_last_inner_refresh,6,0.26853517481537925,0.14987233466726002,1.1630712221378865,0.19384520368964775,0.9241418242454529,1.0000000000473288,0,"[0.9241418242454529,0.07585817575454712,4.479656229294804e-11,1.9682235442158857e-12,5.639055303437168e-13,1.583894436641602e-15]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,23,after_last_inner_refresh,7,0.07393873440791618,0.037996993049145375,1.0285233472688953,0.14693190675269932,0.9859360456466675,0.9999999705146508,0,"[0.9859360456466675,0.014063621871173382,3.016001244304789e-07,1.396685544996501e-09,5.410757238642879e-30,4.5577232552164675e-41,0.0]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,81,after_last_inner_refresh,8,3.547990888519722e-05,1.7062229533288766e-05,1.0000050068024018,0.12500062585030022,0.9999974966049194,7.62833443084316e-22,0,"[0.9999974966049194,2.561282371971174e-06,8.365484329901907e-19,6.387126394719704e-21,7.62833443084316e-22,0.0,0.0,0.0]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,88,after_last_inner_refresh,8,0.007307251319004814,0.0035140450801525273,1.001826284299236,0.1252282855374045,0.9990876913070679,0.9990876913070679,0,"[0.9990876913070679,0.000911050068680197,1.2087633649571217e-06,4.136160924872456e-08,1.161762491763696e-10,2.2876459407350502e-11,2.67855805894876e-14,2.183565975909802e-22]"
common_grid,VIN-S8-B8-U1,question,31,9,8,8,1,6,after_last_inner_refresh,7,0.15938401559311244,0.08190718141353498,1.0774367708751758,0.15391953869645367,0.9626709818840027,0.9999999631327401,0,"[0.9626709818840027,0.03732680529356003,2.1759535684395814e-06,1.3637281304212934e-09,8.546848667169427e-13,7.542567915727605e-13,0.0]"
common_grid,VIN-S8-B8-U1,question,31,10,8,8,1,116,after_last_inner_refresh,7,0.00078590545084468,0.00040387550844843265,1.000149738079319,0.14287853401133127,0.9999251365661621,0.999925136566337,0,"[0.9999251365661621,7.48462334740907e-05,1.748103208411636e-13,6.1808560779865895e-18,4.477397340827296e-19,7.478014050790728e-24,8.93121495620452e-25]"
